comment,stance_llama_8b,sentiment_llama_8b
never have so many lies and plagiarized lines been uttered in a sotus pathetic decrepit fossil regurgitating stories,LIBERAL,NEGATIVE
whats manchin doing in romneys pocket,LIBERAL,NEUTRAL
no mo jo donald john trump is our current commander in chief under continuity of government look it up in law of war manuals plenty of executive orders for reference,CONSERVATIVE,NEUTRAL
the best part is where he let the supreme court justices have it lol,LIBERAL,POSITIVE
the president didnt say nothing about taking the sugar out of all the processed food and all the fake food all the additives and the fructose corn syrup thats damaging the liver,LIBERAL,NEUTRAL
thats my president a genuine leader who cares about the country and peoples lives dumps kids cant even stand to be around him unless they are using him to milk the golden calf of dictatorship,LIBERAL,POSITIVE
great speech mr president you keep pushing back those republican you got my vote vote blue,LIBERAL,POSITIVE
i see a future where we defend america not diminish it,CONSERVATIVE,POSITIVE
great love this man biden has creds and a second term trump has crimes and a 50 year prison sentence,LIBERAL,POSITIVE
is he a rock,OTHER,NEUTRAL
bidens state of the union address ive created endless problems for the usa but only i can fix them,LIBERAL,NEUTRAL
well all my doubts about president bidens age being able to do an effective job as president has totally disappeared from my mind the man is a genius as well as unstoppable his memory is better than many young men and women he hardly looked at his notes wow what an amazing man his detractors should reconsider their doubts and support this president who has made americas economy stronger than ever imagine an unemployment rate less than 4 percent including his plans to do so much where healthcare education school and colleges etc etc will all be improved he deserves another 4 years to make our democracy stronger and safeguard our precious democratic way of life for all times god bless him and god bless our diverse population of compassionate caring americans,LIBERAL,POSITIVE
great speech he was a baptist preacher,CONSERVATIVE,POSITIVE
get that clown outta white house trump 2024 america,LIBERAL,NEGATIVE
trump forpresident save america and the unborn,CONSERVATIVE,POSITIVE
can we just start calling mike johnson the plastic man,LIBERAL,NEUTRAL
a very important speech delivered very well,LIBERAL,POSITIVE
unilateral support for the genocide,LIBERAL,NEUTRAL
lincoln riley did i hear that right also mr president needs to let it go im a few years younger but ive lost a brother a son nieces nephews aunt uncles mothers and fathers at some point you have to move on plus i dont give a s,LIBERAL,NEUTRAL
biden knocked it out of the park 4 more years vote blue down the line vote all republicans out especially maga,LIBERAL,POSITIVE
i believe biden did a wonderful job and mike johnson is shameful just like the rest of the republicans who are doing trumps dirty work,LIBERAL,POSITIVE
it was a demonic speech biden has bloody hands so as the fake news,CONSERVATIVE,NEGATIVE
instead of getting rid of diabetes all together the president wants to give you free insulin we need somebody to lay the law down to make these doctors heal the people,LIBERAL,NEUTRAL
how many 80 year olds can give a state of the union speech at 1030pm trump cant unless hes hopped up on adderall this has been proven by the white house pharmacy records biden was alert and delivering yes some studdering and mumbles but i dont know of any old guys like this that can deliver under that kind of pressure,LIBERAL,NEUTRAL
job well done president joe biden a president with a plan even foxnews was impressed bidenharris 2024,LIBERAL,POSITIVE
3000 pretty powerful speech joe gg,LIBERAL,POSITIVE
anyone else thinks he knocked it out of the park,LIBERAL,POSITIVE
the president for all the people,LIBERAL,POSITIVE
johnson looked like he was sitting outside the principals office waiting to get paddled,LIBERAL,NEUTRAL
joe biden said things tonight that literally boosted my support of his presidency and im a person who did not want him as the democratic candidate in 2020 he is the first president ive ever heard tell the truth that trickle down economics was a failure and he wasnt going to do that anymore,LIBERAL,POSITIVE
why dont you close the border are you wanting to get more votes from the illegal immigrant shame we the people see it we are not stupid you are the biden crime family talk about your money laundering,CONSERVATIVE,NEGATIVE
thats is the great union,LIBERAL,POSITIVE
you see the waves handling the ukraine war we just throw money at it we dont manage the money we dont send the right weapons over there we dont teach how to back the russians up over the border,LIBERAL,NEUTRAL
a room divided between russian agents and israel employees no one represents the american people,LIBERAL,NEUTRAL
ive known since the beginning hes a great president,LIBERAL,POSITIVE
wow what a speech he and the democrats are soooooooo tough on crime cannot understand why all these videos of crime keep surfacing breaking into shops walking out of target stores with goods not paid these videos must be a putintrump scheme wow put americans first at least first behind the 10 milllion illegals,OTHER,NEGATIVE
what a wonderful president we have four more years,LIBERAL,POSITIVE
thats the good president talking the true,LIBERAL,POSITIVE
joe biden may god have mercy on your soul,LIBERAL,NEGATIVE
the president wont think ahead he wants to go ahead and let china take over taiwan and weve had plenty of time to think ahead,CONSERVATIVE,NEUTRAL
bye bye don the con biden is strong and much more lucid than you,LIBERAL,POSITIVE
what a traitor turning his back on israel wow worst president,CONSERVATIVE,NEGATIVE
a room divided between russian agents and israel employees no one represents the american people,LIBERAL,NEUTRAL
ber name was laken not lincoln you punk,OTHER,NEUTRAL
not even the great propagandists at msnbc can spin that state of the union address into more than what it was pure bs and trash,CONSERVATIVE,NEGATIVE
well we know why we dont want four more years of joe biden he wants four more years of the worst of the same,CONSERVATIVE,NEGATIVE
wow the used car salesman in chief read words that someone else wrote so impressive im sure he means everything that hes saying just like all the promises he made when he was running for office just like all the promises hes made in around 50 years in politics but the induction in a cult members well say it is wonderful because thats what theyve been told to think and say awesome no wonder there are so many scam artists getting away with things every single day all over the country around half of the country blindly votes democrat now to the completely unoriginal you mean republican blah blah or the ad hominem attacks or just more attacks on trump lol,LIBERAL,NEUTRAL
