comment,stance_llama_8b
if i was the president i dismissed the speaker and take his stupid face home,LIBERAL
still a democracy hugh,LIBERAL
the threat to democracy im so tired of these democrat buzz words there is no threat to democracy all these idiots just hear that and say oh we need to vote democrat without even knowing anything thats actually going on,OTHER
the state of the union under biden sucks,CONSERVATIVE
everything good biden and his administration have done for all living in this land i repeat im sickened to my stomach watching the lack of praise republicans lack even though their own constituents benefit from it sickening,LIBERAL
what a creepy little man maga mike is i am so proud of our distinguished president what a powerful and inspiring speech,LIBERAL
if i were to bet mtg is trumps 1 ick sucker,CONSERVATIVE
yo joe,LIBERAL
biden 2024 all are accountable to the judgment of time and when we die without truth our sadness never ends by the deepest longing of our heart mind and soul we serve our lord homeland family and friends with accountability we apply lifes wisdom guidelines to promote a moral life we receive our fame by our demeanor as we struggle through ridicule and strife all through history up to today our chronicle of life is accountability the evil is a beast feasting on souls corrupting man with greed hate and disability always stay mindful of what must be done with purpose determination prayer and accountability giving our best to protect and preserve a life of freedom faith love and stability by tom zart,LIBERAL
stunningly brilliant speech and didnt you just love the really stupid mtg in her maga hat heckle and fall right into his trap loved it,LIBERAL
hunter gave joe a bump joe was mad,CONSERVATIVE
johnson is as useless as a screen door on a submarine what a spineless mass of matter,LIBERAL
angry grandpa time for bed trump 2024 red wave coming watch,CONSERVATIVE
the failure from that man from venezuela killing an american girl well trump allowed him to an extended stay in us in the hope of his vote,CONSERVATIVE
has biden been sandbagging or what first speech that made since is whole term,LIBERAL
i think its very telling about the republican party there were many comments made by joe biden that if you were an american put aside republican or democrat or independent but if you were american you should have been behind and clapped when he was speaking about america defending itself against russia in republicans sat there like stone i firmly believe there are some members of the republican party namely james comer and jim jordan that could possibly be compromised by russian intelligence in light of recent events,LIBERAL
biden is a disgrace and a liar he admitted that the illegals getting paid to come to america 8000 biden and his administration said the border was secured over 10 million right he admitted hundreds getting killed by illegals so he knows he said pay your taxes lol hunter a disgrace,CONSERVATIVE
trump is a blathering imbecile trying to outrun his own obvious criminality with a scam political campaign,LIBERAL
a lot of republican crooks there,LIBERAL
fjb and all his supporters,LIBERAL
best speech ever i agree with president biden percent god bless our democracy god bless america,LIBERAL
president biden on fire he brought it and brought it hard,LIBERAL
history is watching really what is this mythical place he is talking about with all of this progress i am waiting for rod sterling to appear i submit to you what would be considered a country led by a man with alzheimers over ran by illegals the people cant afford to eat yet this man can only speak of progress about a place that doesnt exist in front of a congress in the twilight zone,OTHER
whats really odd is how youtube is only putting pro biden comments and anti trump comments on this video,LIBERAL
trump im voting for biden after that speech thank you,OTHER
gotta love that alabama gov ivey literally scrambled to sign a bill to protect ivf in her state not coincidentally just 1 day before tonights sotu address and the subsequent rebuttal by sen britt of alabama the entire gop is in full blown scramble mode right now the look on the faces of the conservative supreme court justices during pres bidens speech regarding r v w and ivf were priceless i hope that they were as uncomfortable as their expressionless faces demonstrated they were,LIBERAL
