comment,stance_llama_8b,stance_trump,stance_biden
speaker johnson in the words of bruno mars whats a matter fix yo face,OTHER,OTHER,OTHER
biden nailed it,LIBERAL,OTHER,PRO
i thought this was a state of the union not a political ad for joe biden this nation is so lost,CONSERVATIVE,OTHER,ANTI
four more years,LIBERAL,PRO,OTHER
mtg joke johnson shaking his head on trumpism issues good speech joe,LIBERAL,OTHER,OTHER
as needed i will repeatedly post this text it is not a threatening message but a needed warning to you my fellow americans and i hope that you my fellow americans will wake up and realize the extreme danger youre in in my perspective donald j trump the republicans the christians catholics and evangelicals are rogue americans america doesnt need male only white skin blueeyed blonde haired supremacists with rogue republican rogue christians rogue catholics and rogue evangelical supremacists along with the rogue donald j trump dominated and controlled our daily lives and banning the stories of writers from american libraries and schools demanding them unholy and telling our teachers what they desire to teach what what if these same individuals start banning anime comic book stores alongside pc and console gaming what will you do then my fellow americans quietly submit without a fight as it seems that youre doing they are already demanding what gender we should be and already stripped half of womens rights in america and they are not going to stop unless they are forced and force is all they recognize the lgbtq plus community has the right to exist and the community of nonwhite skinned humans has the right to exist in freedom also theyre wanting to demand what religion we should be in and what god we should worship what culture we should be in all this shouldnt be decided for us that isnt governing its not leading or guiding see it for what it truly is it force subjugation and enslavement if not a all too familiar plan for extermination to make room for a certain nonexisting superior human tribe or race now my fellow americans wake up before it is too late and end the evil empire of donald j trump before it even begins,OTHER,OTHER,OTHER
proud of our president joe biden keep up the good work,LIBERAL,OTHER,PRO
thats presidential thank you thank you thank you we are winning by far trump is such a bofun next to biden lol,CONSERVATIVE,PRO,ANTI
apparently britt doesnt know that presidents dont set prices for private companies president biden did call out companies for shrinking sizes but not prices in his speech britt and the gop must like higher prices because they blocked a bill to address price gouging did you hear the gop try and pretend they didnt know that their tax break to the wealthy added a few trillion to the debt did you notice that the gop didnt stand and applaud for opposing russia for feeding school kids for expanding prek for ivf for more affordable housing for not raising the age for collecting ss not even for helping the health of our vets the gop showed who they are tonight because the only thing they stood and applauded for was support for israel not for americans,LIBERAL,OTHER,PRO
watching the corrupt ruble paid gop sit on their buts make me sick they cant even stand for the united states of america traitors every single one of them they should all move to russia,LIBERAL,OTHER,OTHER
hot air and lies its sad that many lib lames will vote for gavin pukesom as potus in 2028,CONSERVATIVE,OTHER,ANTI
russia asked clinton to join nato but we would not have an enemy then so clinton said no,LIBERAL,OTHER,OTHER
this is what you call presidential,LIBERAL,OTHER,OTHER
democrats make me feel like a proud american were as republicans make me feel like i dont belong here democrats united us republicans make me hate,LIBERAL,OTHER,PRO
mgm needs to go,CONSERVATIVE,OTHER,OTHER
the meds are extra peppy,OTHER,OTHER,OTHER
i have so much disgust and contempt for scotus term limits on them,LIBERAL,OTHER,OTHER
notice no republicans stood or clapped when biden mentioned america being built by the middle class,LIBERAL,OTHER,PRO
who says this guy has dementia who says his age is too old to lead listen to this speech and change attitude i loved this speech trump youre toast,LIBERAL,PRO,OTHER
first lie there are currently 97 special forces from nato countries operating in ukraine including 14 us special forces,LIBERAL,OTHER,OTHER
hey maggats where was sleepy joe he ran circles around republicans again,LIBERAL,OTHER,PRO
go biden go your awesome great state of the union address minus abortion topic besides that issue fabulous speech trump would strip democracy and have people working for cheap wages americans will never be economical slaves to trump and his greedy self fascist cartel,LIBERAL,ANTI,PRO
hey republicans the truth will set you free you can fact check everything he said is true biden 2024,LIBERAL,OTHER,PRO
missing a few justices are we bowling night,CONSERVATIVE,OTHER,OTHER
we need 4 more years of this not another 4 of the chaos homophobia xenophobia lies and temper tantrums of the orange mussolini,LIBERAL,ANTI,OTHER
he put republicans in there place,LIBERAL,PRO,OTHER
who is the guy imitating biden,OTHER,OTHER,OTHER
those disrespectful republicans on the cell phones shouldve just stayed home no one would miss you,LIBERAL,OTHER,OTHER
johnson looks like he is about to have a heart attack,LIBERAL,OTHER,OTHER
screaming and gaslighting joe will not work to unify our country lies were told tonight we dont feel safer gas prices are extreme and the cost of living is so much higher i guess joe is in denial sad btw her name is laken not lincoln who was killed by an illegal who kept being released because of democratic policies the biggest lie was that he could not do anything about the border he canceled remain in mexico and title 42 which curbed illegal immigration wake up people,CONSERVATIVE,PRO,ANTI
what a great speech by a great president no complaints and its not rigged,LIBERAL,PRO,OTHER
i dont get it why is the president being forced to sneak food supplies to starving children inside gaza by sea when he is able to send multi billions of dollars worth of american weapons including 2000 lb bombs through the israeli airport who is really in charge here president biden or the israeli lobby,LIBERAL,OTHER,ANTI
speaker mike johnson shouldnt be up there disgusting excuse for an american,CONSERVATIVE,OTHER,OTHER
so proud of my president joe biden thank you mr president,LIBERAL,OTHER,PRO
mike johnson agreed with biden,LIBERAL,OTHER,PRO
disgusting to see deranged mtg with her stupid fake disruption,LIBERAL,OTHER,OTHER
ive been a biden guy since the eighties gratifying go joe go jill go kamala,LIBERAL,OTHER,PRO
an entire room full of sociopaths,LIBERAL,OTHER,OTHER
we have an amazing first lady gods best 4 america,LIBERAL,PRO,OTHER
i wished that mole behind the president with continuous rolling eyes couldve been pulled out of view unbelievable lack of respect he displayed how the president stating facts seemed to create more eye rolling biden should have called him out on the reason the border is not secure more,CONSERVATIVE,ANTI,OTHER
the oldest democrat achieves more in office than any young gop who drives us into debt and gets rich off the backs of the poor,LIBERAL,OTHER,PRO
then got told you fd up again,CONSERVATIVE,OTHER,OTHER
a politican tellingthetruth thats refreshing well done joe,LIBERAL,OTHER,PRO
college is free isnt it joey,LIBERAL,OTHER,OTHER
didnt ask for perfect but president joe biden was on top and also on top of just recent topics should say i was in shock bewildered inspired astonished in amazement perplexed,LIBERAL,OTHER,PRO
biden for the nursing home 2024,CONSERVATIVE,OTHER,ANTI
glad biden told republicans bout touting roads etc and they voted against it i am upset republicans must be for putin,LIBERAL,OTHER,PRO
this guy is doped up,CONSERVATIVE,OTHER,OTHER
that was amazing,LIBERAL,OTHER,OTHER
you cant love your country only when you win so true,LIBERAL,OTHER,OTHER
you can see who stand behind putin you dont see congress standing up all you see congress acting dumb sitting there,LIBERAL,OTHER,OTHER
mike johnson was catching joe in all of his bafoonery lol,CONSERVATIVE,OTHER,ANTI
bull this guy is in a fantasy land welcome to disneyland,CONSERVATIVE,OTHER,OTHER
4 more years president biden you are a descent human being who loves his country,LIBERAL,OTHER,PRO
i am so proud to be an american mr president i salute magnanimous outstanding speech i am moved,LIBERAL,PRO,OTHER
ive never heard a state of the union speech like this it was riddled with so much false information i was embarrassed for him,CONSERVATIVE,ANTI,OTHER
